id,Cijena,Stanje,Lokacija,Adresa,Kvadrata,Broj soba,Sprat,Vrsta grijanja,Vrsta poda,OLX ID,Broj pregleda,Godina izgradnje,Balkon,Kvadratura balkona,Lift,Parking,Garaža,Klima,Novogradnja,Alarm,x,y,Point
33102499,270.000,Korišteno,Sarajevo - Centar,Ludviga Kube,180.0,4,Nije uneseno,Ostalo,Nije uneseno,33102499,8363,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.861500802965864,18.41937607746445,"(43.861500802965864, 18.41937607746445)"
33104168,115.000,Korišteno,"Sarajevo, Novi Grad",Smaila Sikala 246,85.0,4,Nije uneseno,Plin,Laminat,33104168,16349,1990-1999,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.857728203084,18.346345386816,"(43.857728203084, 18.346345386816)"
33111864,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Vejsila Čurčića,210.0,7,Nije uneseno,Struja,Nije uneseno,33111864,4076,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.839468067321505,18.359134159399446,"(43.839468067321505, 18.359134159399446)"
33150830,270.000,Korišteno,Novo Sarajevo,Triglavska,380.0,8,Nije uneseno,Centralno (Plin),Nije uneseno,33150830,5722,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.844183464889,18.383136653104,"(43.844183464889, 18.383136653104)"
33186110,Po dogovoru,Korišteno,Novo Sarajevo,Gornji Velešići 184,140.0,5,Nije uneseno,Drva,Nije uneseno,33186110,43666,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.875780915548,18.386151194572,"(43.875780915548, 18.386151194572)"
33202601,Po dogovoru,Korišteno,Sarajevo - Centar,Breka,220.0,7,Nije uneseno,Plin,Nije uneseno,33202601,5749,2010-2020,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.869014479742084,18.422673243855343,"(43.869014479742084, 18.422673243855343)"
33203041,Po dogovoru,Korišteno,Ilidža,Nije uneseno,206.0,8,Nije uneseno,Plin,Parket,33203041,5355,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.835105702449475,18.30074774180298,"(43.835105702449475, 18.30074774180298)"
33239256,64.000,Korišteno,Lukavica,Beogradska,120.0,4,Nije uneseno,Ostalo,Beton,33239256,2416,2000-2009,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.836084926481,18.388101866132,"(43.836084926481, 18.388101866132)"
33243808,860.000,Korišteno,Novo Sarajevo,Banjalučka,340.0,5,Nije uneseno,Centralno (Plin),Parket,33243808,8940,2010-2020,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Da,43.84821091545955,18.39619364658813,"(43.84821091545955, 18.39619364658813)"
33257100,Po dogovoru,Korišteno,Sarajevo - Centar,Jukićeva,710.0,8,Nije uneseno,Centralno (Plin),Nije uneseno,33257100,7388,1990-1999,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.875596343302064,18.40254058298956,"(43.875596343302064, 18.40254058298956)"
33267951,125.000,Korišteno,Sarajevo - Centar,Bardakčije,90.0,4,Nije uneseno,Centralno (Plin),Parket,33267951,8536,1960-1969,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.86999677814629,18.423633474682674,"(43.86999677814629, 18.423633474682674)"
33281353,155.000,Korišteno,Stari Grad,Jarčedoli,180.0,4,Nije uneseno,Plin,Laminat,33281353,5434,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.85104671888223,18.450934952406328,"(43.85104671888223, 18.450934952406328)"
33330630,150.000,Korišteno,Stari Grad,Sedrenik 50,184.0,1,Nije uneseno,Ostalo,Nije uneseno,33330630,4308,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.87282634332332,18.43888646951143,"(43.87282634332332, 18.43888646951143)"
33340201,Po dogovoru,Novo,Sarajevo - Centar,Tesanjska,80.0,3,Nije uneseno,Struja,Parket,33340201,4449,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86141078780777,18.4020255988587,"(43.86141078780777, 18.4020255988587)"
33342234,360.000,Korišteno,"Sarajevo, Novi Grad",Hadži Mustafe Penjave,150.0,5,Nije uneseno,Centralno (Plin),Parket,33342234,5774,2010-2020,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.845527028650736,18.37678309471744,"(43.845527028650736, 18.37678309471744)"
33342890,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Rogatička,130.0,6,Nije uneseno,Plin,Parket,33342890,4869,1990-1999,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.863390804247054,18.319437465979036,"(43.863390804247054, 18.319437465979036)"
33350224,Po dogovoru,Korišteno,Ilidža,Zuhdije Kadrica,200.0,5,Nije uneseno,Ostalo,Nije uneseno,33350224,3863,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.83007507815983,18.323814739331056,"(43.83007507815983, 18.323814739331056)"
33356154,Po dogovoru,Korišteno,Stari Grad,Bjelavica,136.0,6,Nije uneseno,Centralno (Plin),Brodski,33356154,6075,1960-1969,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85041614775764,18.430496519712847,"(43.85041614775764, 18.430496519712847)"
33369214,130.000,Korišteno,Novo Sarajevo,Orlovačka,120.0,8,Nije uneseno,Ostalo,Parket,33369214,6408,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.861277945640595,18.37620582500915,"(43.861277945640595, 18.37620582500915)"
33377853,220.000,Korišteno,Novo Sarajevo,Ohridska,215.0,6,Nije uneseno,Centralno (Plin),Parket,33377853,4531,1970-1979,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.844852791076256,18.405506276287838,"(43.844852791076256, 18.405506276287838)"
33443680,Po dogovoru,Korišteno,Novo Sarajevo,Nije uneseno,500.0,8,Nije uneseno,Plin,Laminat,33443680,8556,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.849108446641026,18.397802971997066,"(43.849108446641026, 18.397802971997066)"
33444421,350.000,Korišteno,Stari Grad,Miščina,150.0,4,Nije uneseno,Centralno (Plin),Parket,33444421,4953,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.86334345713787,18.435007995275896,"(43.86334345713787, 18.435007995275896)"
33466658,Po dogovoru,Korišteno,Ilidža,Prve samostalne brigade,500.0,8,Nije uneseno,Plin,Parket,33466658,4525,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Da,43.83505926785662,18.30050097857361,"(43.83505926785662, 18.30050097857361)"
33484621,350.000,Korišteno,Stari Grad,Džemala Čelića 5,140.0,4,Nije uneseno,Plin,Laminat,33484621,1181,2000-2009,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Da,Nije uneseno,Da,43.85702224512,18.436499275267,"(43.85702224512, 18.436499275267)"
33503111,450.000,Korišteno,Stari Grad,Becarevo cose,270.0,8,Nije uneseno,Centralno (Plin),Nije uneseno,33503111,12690,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Da,43.86194332737355,18.444089955000322,"(43.86194332737355, 18.444089955000322)"
33559374,Po dogovoru,Korišteno,Stari Grad,Nije uneseno,155.0,3,Nije uneseno,Ostalo,Nije uneseno,33559374,5237,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.853193705539,18.423592513709,"(43.853193705539, 18.423592513709)"
33598653,80.000,Korišteno,Stari Grad,Nije uneseno,700.0,3,Nije uneseno,Plin,Nije uneseno,33598653,17246,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8600326,18.429986900000017,"(43.8600326, 18.429986900000017)"
33602832,399.000,Korišteno,Stari Grad,Čadordžina,210.0,5,Nije uneseno,Centralno (Plin),Parket,33602832,2306,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.863745698283,18.425244754462,"(43.863745698283, 18.425244754462)"
33606530,180.000,Korišteno,Lukavica,Vojvode Radomira Putnika,300.0,8,Nije uneseno,Drva,Parket,33606530,4353,1990-1999,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.836340179647955,18.411287267456032,"(43.836340179647955, 18.411287267456032)"
33613017,Po dogovoru,Korišteno,Ilidža,Nije uneseno,140.0,5,Nije uneseno,Plin,Nije uneseno,33613017,2677,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da,43.838372542533314,18.302510865032673,"(43.838372542533314, 18.302510865032673)"
33623279,335.000,Korišteno,"Sarajevo, Novi Grad",Ramiza Salčina,294.0,4,Nije uneseno,Ostalo,Parket,33623279,11763,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.83962283772108,18.33883520157474,"(43.83962283772108, 18.33883520157474)"
33628447,70.000,Korišteno,Sarajevo - Centar,Usorska,70.0,2,Nije uneseno,Ostalo,Brodski,33628447,8868,1970-1979,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.87055366453873,18.42622985300909,"(43.87055366453873, 18.42622985300909)"
33660998,800.000,Novo,"Sarajevo, Novi Grad",Visegradska,350.0,5,Nije uneseno,Centralno (Plin),Parket,33660998,4707,2010-2019,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Da,43.84004071579469,18.352181873632844,"(43.84004071579469, 18.352181873632844)"
33674569,299.900,Korišteno,Stari Grad,Vratnik Mejdan,350.0,6,Nije uneseno,Ostalo,Nije uneseno,33674569,35683,Prije 1950,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.862352346582,18.440950429348,"(43.862352346582, 18.440950429348)"
33678628,Po dogovoru,Novo,Ilidža,Unska,170.0,6,Nije uneseno,Drva,Nije uneseno,33678628,3038,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.852817863301006,18.30044733439331,"(43.852817863301006, 18.30044733439331)"
33753106,345.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,400.0,8,Nije uneseno,Plin,Nije uneseno,33753106,9023,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Da,43.83383415150223,18.337655029608186,"(43.83383415150223, 18.337655029608186)"
33835053,300.000,Korišteno,Stari Grad,Mišćina,170.0,4,Nije uneseno,Plin,Brodski,33835053,28547,1990-1999,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Da,43.864022659494,18.434910736978,"(43.864022659494, 18.434910736978)"
33839114,Po dogovoru,Novo,Sarajevo - Centar,Nije uneseno,20000.0,8,Nije uneseno,Ostalo,Nije uneseno,33839114,17451,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8588579576027,18.422689337109432,"(43.8588579576027, 18.422689337109432)"
33859461,450.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,240.0,8,Nije uneseno,Centralno (Plin),Nije uneseno,33859461,5362,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.834468767504795,18.331131897283967,"(43.834468767504795, 18.331131897283967)"
33863432,55.000,Korišteno,"Sarajevo, Novi Grad",Sulejmana Paćariza,60.0,2,Nije uneseno,Plin,Nije uneseno,33863432,9492,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.84018000783546,18.355164490057405,"(43.84018000783546, 18.355164490057405)"
33872897,310.000,Korišteno,Sarajevo - Centar,Mrakuša,219.0,8,Nije uneseno,Plin,Laminat,33872897,4983,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.850811959491566,18.417303461407528,"(43.850811959491566, 18.417303461407528)"
33907057,Po dogovoru,Novo,"Sarajevo, Novi Grad",8. Mart,1250.0,8,Nije uneseno,Centralno (Kotlovnica),Nije uneseno,33907057,2995,2010-2019,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.85831614844361,18.321669063879426,"(43.85831614844361, 18.321669063879426)"
33917824,99.000,Korišteno,"Sarajevo, Novi Grad",Nije uneseno,90.0,8,Nije uneseno,Ostalo,Nije uneseno,33917824,9319,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.8450705,18.3405089,"(43.8450705, 18.3405089)"
33942863,235.000,Korišteno,Novo Sarajevo,Hasana Bibera,288.0,8,Nije uneseno,Centralno (Plin),Parket,33942863,9318,1970-1979,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.8540601,18.392567299999996,"(43.8540601, 18.392567299999996)"
33944661,360.000,Korišteno,Novo Sarajevo,Nije uneseno,100.0,6,Nije uneseno,Plin,Laminat,33944661,6358,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Da,43.86210565987263,18.38544335285644,"(43.86210565987263, 18.38544335285644)"
33949224,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Ramiza Salčina,450.0,8,Nije uneseno,Centralno (Plin),Parket,33949224,4398,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Nije uneseno,43.83579989134205,18.34179636032718,"(43.83579989134205, 18.34179636032718)"
33976129,72.000,Korišteno,Sarajevo - Centar,Nije uneseno,62.0,1,Nije uneseno,Ostalo,Nije uneseno,33976129,17195,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.869244755267,18.423156626523,"(43.869244755267, 18.423156626523)"
33994238,199.000,Korišteno,Sarajevo - Centar,Aleksandra Puskina 37,200.0,5,Nije uneseno,Plin,Laminat,33994238,20623,1970-1979,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.8562586,18.413076300000057,"(43.8562586, 18.413076300000057)"
34033694,170.000,Korišteno,Ilidža,Nije uneseno,409.0,8,Nije uneseno,Ostalo,Nije uneseno,34033694,1233,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.832335041839094,18.31999527369385,"(43.832335041839094, 18.31999527369385)"
34039909,180.000,Korišteno,Ilidža,Nikole Kolumbića,290.0,6,Nije uneseno,Centralno (Kotlovnica),Nije uneseno,34039909,10953,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.833043987047,18.319911696017,"(43.833043987047, 18.319911696017)"
34047311,189.000,Korišteno,Stari Grad,Vrbanjuša,140.0,4,Nije uneseno,Centralno (Plin),Nije uneseno,34047311,6923,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.87056791350156,18.427819675115984,"(43.87056791350156, 18.427819675115984)"
34050993,310.000,Korišteno,Novo Sarajevo,Trebevička,230.0,8,Nije uneseno,Centralno (Plin),Parket,34050993,4125,1970-1979,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.84694196902024,18.40621437946777,"(43.84694196902024, 18.40621437946777)"
34092471,Po dogovoru,Korišteno,Novo Sarajevo,"Dolac Malta, Hrasno, Grbavica, Čengić Vila",55.0,2,Nije uneseno,Ostalo,Parket,34092471,20494,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Da,Nije uneseno,Da,43.85946401140887,18.432041472105425,"(43.85946401140887, 18.432041472105425)"
34109243,450.000,Korišteno,"Sarajevo, Novi Grad",Senada Poturka Senčija,230.0,5,Nije uneseno,Centralno (Plin),Laminat,34109243,7797,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Da,43.83015788944556,18.341410122229036,"(43.83015788944556, 18.341410122229036)"
34166032,Po dogovoru,Korišteno,Novo Sarajevo,Rudjera Boskovica,224.0,6,Nije uneseno,Plin,Parket,34166032,10342,1990-1999,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.862260371538504,18.394155167736812,"(43.862260371538504, 18.394155167736812)"
34166433,490.000,Korišteno,Novo Sarajevo,Nije uneseno,780.0,5,Nije uneseno,Plin,Nije uneseno,34166433,6278,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.860163994329,18.390995525517,"(43.860163994329, 18.390995525517)"
34174002,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",ul.Grad Bobovca,330.0,6,Nije uneseno,Drva,Laminat,34174002,6540,1990-1999,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.859925232414504,18.363339863134797,"(43.859925232414504, 18.363339863134797)"
34179339,200.000,Korišteno,Visoko,Nije uneseno,3303.0,4,Nije uneseno,Ostalo,Nije uneseno,34179339,9539,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.826299234662,18.30978769809,"(43.826299234662, 18.30978769809)"
34187852,110.000,Korišteno,Stari Grad,bostarići,140.0,6,Nije uneseno,Drva,Nije uneseno,34187852,6574,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.846268912663014,18.42823809972232,"(43.846268912663014, 18.42823809972232)"
34194241,Po dogovoru,Korišteno,Ilidža,Ešefka Kovačevića,156.0,7,Nije uneseno,Centralno (Plin),Parket,34194241,7017,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.83778336951499,18.3316575184906,"(43.83778336951499, 18.3316575184906)"
34195871,400.000,Korišteno,Novo Sarajevo,Humska,220.0,7,Nije uneseno,Centralno (Plin),Nije uneseno,34195871,12018,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.86068229370847,18.390078210034176,"(43.86068229370847, 18.390078210034176)"
34203708,Po dogovoru,Korišteno,Novo Sarajevo,Pofalići,230.0,8,Nije uneseno,Ostalo,Nije uneseno,34203708,3939,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.8540601,18.392567299999996,"(43.8540601, 18.392567299999996)"
34211786,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Avde Hadzica,400.0,8,Nije uneseno,Centralno (Kotlovnica),Brodski,34211786,1552,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.841322112865,18.365840837359,"(43.841322112865, 18.365840837359)"
34220142,200.000,Korišteno,Lukavica,Naselje Starosjedilaca 41,150.0,6,Nije uneseno,Drva,Parket,34220142,6183,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.830067442609,18.360099990616,"(43.830067442609, 18.360099990616)"
34241352,Po dogovoru,Novo,"Sarajevo, Novi Grad",Ramiza Salčina 39,1200.0,8,Nije uneseno,Centralno (Plin),Parket,34241352,1977,2010-2019,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Da,43.836883342312554,18.34204312355655,"(43.836883342312554, 18.34204312355655)"
34319681,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Kasima Hadzica,140.0,6,Nije uneseno,Ostalo,Ostalo,34319681,2325,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.85256022339871,18.359477482153352,"(43.85256022339871, 18.359477482153352)"
34338937,199.900,Korišteno,Ilidža,Lepenička,250.0,8,Nije uneseno,Plin,Parket,34338937,3137,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.83310898233123,18.317634929760743,"(43.83310898233123, 18.317634929760743)"
34344421,80.000,Korišteno,Stari Grad,Nije uneseno,65.0,3,Nije uneseno,Plin,Nije uneseno,34344421,6997,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.854418939197,18.439365886152,"(43.854418939197, 18.439365886152)"
34345967,94.900,Korišteno,Novo Sarajevo,Novopazarska,165.0,4,Nije uneseno,Struja,Brodski,34345967,48053,2010-2020,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.841556383747,18.383812569775,"(43.841556383747, 18.383812569775)"
34350646,Po dogovoru,Korišteno,Sarajevo - Centar,Ivana Cankara,983.0,8,Nije uneseno,Ostalo,Nije uneseno,34350646,4943,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.861488144593,18.421230215405,"(43.861488144593, 18.421230215405)"
34351548,250.000,Korišteno,Lukavica,Dedijerova,280.0,7,Nije uneseno,Plin,Laminat,34351548,4684,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.830117750957356,18.358479936370827,"(43.830117750957356, 18.358479936370827)"
34361172,Po dogovoru,Korišteno,Ilidža,Ismeta Alajbegovica Serbe,3100.0,8,Nije uneseno,Centralno (Kotlovnica),Parket,34361172,3047,2010-2019,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.84381928803933,18.320767749890138,"(43.84381928803933, 18.320767749890138)"
34369552,Po dogovoru,Korišteno,Stari Grad,Nije uneseno,300.0,4,Nije uneseno,Plin,Nije uneseno,34369552,2235,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.85028461674375,18.426714605001848,"(43.85028461674375, 18.426714605001848)"
34392055,Po dogovoru,Korišteno,Sarajevo - Centar,Borak,245.0,8,Nije uneseno,Struja,Ostalo,34392055,14743,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.851817768624,18.408999342297,"(43.851817768624, 18.408999342297)"
34393234,250.000,Korišteno,Novo Sarajevo,"Muhameda ef. Pandže 161, Velešići",200.0,8,Nije uneseno,Plin,Laminat,34393234,1775,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.870301924468585,18.400702439942165,"(43.870301924468585, 18.400702439942165)"
34429199,90.000,Korišteno,Lukavica,Petra Kočića 25,150.0,4,Nije uneseno,Drva,Parket,34429199,4281,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.83773704118997,18.400789101371743,"(43.83773704118997, 18.400789101371743)"
34432499,Po dogovoru,Korišteno,"Sarajevo, Novi Grad",Avde Hodzica 48,190.0,8,Nije uneseno,Centralno (Kotlovnica),Brodski,34432499,5547,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Da,Da,Nije uneseno,Nije uneseno,43.840566928464774,18.365356884313996,"(43.840566928464774, 18.365356884313996)"
34447389,125.000,Korišteno,Novo Sarajevo,Nije uneseno,120.0,4,Nije uneseno,Ostalo,Nije uneseno,34447389,20456,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.8540601,18.3925673,"(43.8540601, 18.3925673)"
34462267,250.000,Korišteno,Ilidža,Azići,160.0,6,Nije uneseno,Centralno (Kotlovnica),Laminat,34462267,5282,2000-2009,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.84682154315856,18.30845104609375,"(43.84682154315856, 18.30845104609375)"
34496773,800.000,Korišteno,Novo Sarajevo,Prozorska,1650.0,8,Nije uneseno,Centralno (Plin),Parket,34496773,4530,1980-1989,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.84657013508868,18.398969806730747,"(43.84657013508868, 18.398969806730747)"
34498194,135.000,Korišteno,Novo Sarajevo,Rudjera Boskovica,100.0,4,Nije uneseno,Plin,Ostalo,34498194,6499,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Nije uneseno,43.860945309580885,18.392545842327877,"(43.860945309580885, 18.392545842327877)"
34552569,65.000,Korišteno,Stari Grad,Vareška,30.0,2,Nije uneseno,Ostalo,Nije uneseno,34552569,2509,Nije uneseno,Nije uneseno,Ni.e uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.86896569208803,18.428458987280237,"(43.86896569208803, 18.428458987280237)"
34573856,199.999,Korišteno,"Sarajevo, Novi Grad",Doglodi,120.0,3,Nije uneseno,Struja,Nije uneseno,34573856,11906,1970-1979,Da,Ni.e uneseno,Nije uneseno,Da,Nije uneseno,Nije uneseno,Nije uneseno,Nije uneseno,43.851368739404,18.302539549185,"(43.851368739404, 18.302539549185)"
34576333,250.000,Korišteno,Stari Grad,Lipe,200.0,7,Nije uneseno,Centralno (Plin),Parket,34576333,1802,Nije uneseno,Da,Ni.e uneseno,Nije uneseno,Da,Da,Nije uneseno,Nije uneseno,Da,43.84912403640513,18.423860734610003,"(43.84912403640513, 18.423860734610003)"
